Category;City;Country;Customer ID;Customer Name;Discount;Order Date;Order ID;Postal Code;Product ID;Product Name;Profit;Quantity;Region;Row;Sales;Segment;Ship Date;Ship Mode;State;Sub-Category
Technology;Passaic;United States;AF-10870;Art Ferguson;0;23.05.13;CA-2013-146934;7055;TEC-AC-10002399;SanDisk Cruzer 32 GB USB Flash Drive;30.432;5;East;2444;$95;Consumer;28.05.13;Standard Class;New Jersey;Accessories
Technology;Passaic;United States;AF-10870;Art Ferguson;0;23.05.13;CA-2013-146934;7055;TEC-PH-10004614;AT&T 841000 Phone;86.25;5;East;2441;$345;Consumer;28.05.13;Standard Class;New Jersey;Phones
Technology;Passaic;United States;AF-10870;Art Ferguson;0;23.05.13;CA-2013-146934;7055;TEC-PH-10001336;Digium D40 VoIP phone;748.142;2;East;2446;$258;Consumer;28.05.13;Standard Class;New Jersey;Phones
Technology;Los Angeles;United States;JE-15610;Jim Epp;0.2;23.05.13;CA-2013-154081;90049;TEC-PH-10001918;Nortel Business Series Terminal T7208 Digital phone;222.384;2;West;8456;$222;Corporate;30.05.13;Standard Class;California;Phones
Furniture;San Francisco;United States;LD-17005;Lisa DeCherney;0;24.05.13;CA-2013-142762;94109;FUR-FU-10003691;Eldon Image Series Desk Accessories, Ebony;16.302;3;West;1330;$37;Consumer;28.05.13;Standard Class;California;Furnishings
Office Supplies;Philadelphia;United States;CC-12370;Christopher Conant;0.7;24.05.13;CA-2013-143714;19120;OFF-BI-10004308;Avery Legal 4-Ring Binder;-4.196;1;East;6427;$6;Consumer;28.05.13;Standard Class;Pennsylvania;Binders
Office Supplies;Philadelphia;United States;CC-12370;Christopher Conant;0.2;24.05.13;CA-2013-143714;19120;OFF-PA-10000029;Xerox 224;36.288;2;East;6428;$10;Consumer;28.05.13;Standard Class;Pennsylvania;Paper
Office Supplies;Florence;United States;AP-10720;Anne Pryor;0;24.05.13;CA-2013-154403;35630;OFF-PA-10001526;Xerox 1949;24.402;1;South;1578;$5;Home Office;28.05.13;Standard Class;Alabama;Paper
Technology;Philadelphia;United States;CC-12370;Christopher Conant;0.4;24.05.13;CA-2013-143714;19120;TEC-CO-10004722;Canon imageCLASS 2200 Advanced Copier;11.199.968;4;East;6426;$8,400;Consumer;28.05.13;Standard Class;Pennsylvania;Copiers
Technology;Philadelphia;United States;CC-12370;Christopher Conant;0.4;24.05.13;CA-2013-143714;19120;TEC-PH-10004080;Avaya 5410 Digital phone;-244.764;3;East;6429;$122;Consumer;28.05.13;Standard Class;Pennsylvania;Phones
Technology;Chicago;United States;KL-16645;Ken Lonsdale;0.2;24.05.13;CA-2013-133725;60623;TEC-PH-10004165;Mitel MiVoice 5330e IP Phone;1.484.946;9;Central;1445;$1,980;Consumer;29.05.13;Standard Class;Illinois;Phones
Office Supplies;Newport News;United States;EH-14125;Eugene Hildebrand;0;25.05.13;CA-2013-136126;23602;OFF-PA-10004327;Xerox 1911;91.968;4;South;5003;$192;Home Office;25.05.13;Same Day;Virginia;Paper
Office Supplies;Newport News;United States;EH-14125;Eugene Hildebrand;0;25.05.13;CA-2013-136126;23602;OFF-SU-10000898;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";20.155;5;South;5002;$70;Home Office;25.05.13;Same Day;Virginia;Supplies
Office Supplies;Philadelphia;United States;DP-13390;Dennis Pardue;0.2;25.05.13;CA-2013-138583;19120;OFF-AR-10001860;BIC Liqua Brite Liner;33.312;3;East;8482;$17;Home Office;29.05.13;Standard Class;Pennsylvania;Art
Furniture;Columbus;United States;JB-16045;Julia Barnett;0;26.05.13;CA-2013-139269;31907;FUR-FU-10000755;Eldon Expressions Mahogany Wood Desk Collection;Juni 24;4;South;2986;$25;Home Office;31.05.13;Standard Class;Georgia;Furnishings
Office Supplies;Columbus;United States;JB-16045;Julia Barnett;0;26.05.13;CA-2013-139269;31907;OFF-PA-10002893;"Wirebound Service Call Books, 5 1/2"" x 4""";92.928;2;South;2987;$19;Home Office;31.05.13;Standard Class;Georgia;Paper
Office Supplies;Columbus;United States;JB-16045;Julia Barnett;0;26.05.13;CA-2013-139269;31907;OFF-ST-10000689;Fellowes Strictly Business Drawer File, Letter/Legal Size;152.118;9;South;2988;$1,268;Home Office;31.05.13;Standard Class;Georgia;Storage
Furniture;Fort Worth;United States;MS-17710;Maurice Satty;0.3;27.05.13;CA-2013-119186;76106;FUR-CH-10001973;Office Star Flex Back Scooter Chair with White Frame;-88.784;5;Central;1275;$388;Consumer;27.05.13;Same Day;Texas;Chairs
Office Supplies;Fort Worth;United States;MS-17710;Maurice Satty;0.2;27.05.13;CA-2013-119186;76106;OFF-PA-10004040;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);52.026;3;Central;1276;$14;Consumer;27.05.13;Same Day;Texas;Paper
Office Supplies;Fort Worth;United States;MS-17710;Maurice Satty;0.2;27.05.13;CA-2013-119186;76106;OFF-PA-10004621;Xerox 212;36.288;2;Central;1274;$10;Consumer;27.05.13;Same Day;Texas;Paper
Technology;Fort Worth;United States;MS-17710;Maurice Satty;0.2;27.05.13;CA-2013-119186;76106;TEC-AC-10000580;Logitech G13 Programmable Gameboard with LCD Display;-71.991;1;Central;1277;$64;Consumer;27.05.13;Same Day;Texas;Accessories
Office Supplies;Delray Beach;United States;CP-12085;Cathy Prescott;0.2;27.05.13;CA-2013-113236;33445;OFF-ST-10000532;Advantus Rolling Drawer Organizers;138.528;6;South;9276;$185;Corporate;30.05.13;Second Class;Florida;Storage
Technology;Delray Beach;United States;CP-12085;Cathy Prescott;0.2;27.05.13;CA-2013-113236;33445;TEC-AC-10001267;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;Nov 98;2;South;9277;$48;Corporate;30.05.13;Second Class;Florida;Accessories
Furniture;Milwaukee;United States;CM-12235;Chris McAfee;0;27.05.13;CA-2013-149237;53209;FUR-FU-10002088;Nu-Dell Float Frame 11 x 14 1/2;113.148;3;Central;9501;$27;Consumer;31.05.13;Standard Class;Wisconsin;Furnishings
Furniture;Santa Ana;United States;SV-20785;Stewart Visinsky;0.2;27.05.13;CA-2013-148852;92704;FUR-CH-10004860;Global Low Back Tilter Chair;-84.823.200.000;6;West;6608;$485;Consumer;01.06.13;Standard Class;California;Chairs
Office Supplies;Santa Ana;United States;SV-20785;Stewart Visinsky;0;27.05.13;CA-2013-148852;92704;OFF-FA-10003467;Alliance Big Bands Rubber Bands, 12/Pack;0;3;West;6605;$6;Consumer;01.06.13;Standard Class;California;Fasteners
Office Supplies;Santa Ana;United States;SV-20785;Stewart Visinsky;0;27.05.13;CA-2013-148852;92704;OFF-PA-10001293;Xerox 1946;217.728;7;West;6606;$45;Consumer;01.06.13;Standard Class;California;Paper
Technology;Santa Ana;United States;SV-20785;Stewart Visinsky;0.2;27.05.13;CA-2013-148852;92704;TEC-MA-10002428;Fellowes Powershred HS-440 4-Sheet High Security Shredder;1.162.425;3;West;6609;$372;Consumer;01.06.13;Standard Class;California;Machines
Technology;Santa Ana;United States;SV-20785;Stewart Visinsky;0.2;27.05.13;CA-2013-148852;92704;TEC-PH-10003885;Cisco SPA508G;237.564;4;West;6607;$211;Consumer;01.06.13;Standard Class;California;Phones
Furniture;Washington;United States;TB-21280;Toby Braunhardt;0;27.05.13;CA-2013-157266;20016;FUR-FU-10000629;9-3/4 Diameter Round Wall Clock;173.754;3;East;1642;$41;Consumer;02.06.13;Standard Class;District of Columbia;Furnishings
Office Supplies;Washington;United States;TB-21280;Toby Braunhardt;0;27.05.13;CA-2013-157266;20016;OFF-BI-10004728;Wilson Jones Turn Tabs Binder Tool for Ring Binders;44.344;2;East;1640;$10;Consumer;02.06.13;Standard Class;District of Columbia;Binders
Office Supplies;Washington;United States;TB-21280;Toby Braunhardt;0;27.05.13;CA-2013-157266;20016;OFF-PA-10004675;"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""";5.842;2;East;1641;$13;Consumer;02.06.13;Standard Class;District of Columbia;Paper
Office Supplies;Washington;United States;TB-21280;Toby Braunhardt;0;27.05.13;CA-2013-157266;20016;OFF-PA-10002689;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);93.312;3;East;1639;$19;Consumer;02.06.13;Standard Class;District of Columbia;Paper
Office Supplies;Philadelphia;United States;TH-21235;Tiffany House;0.2;27.05.13;CA-2013-132409;19134;OFF-AP-10002082;Holmes HEPA Air Purifier;6.534;2;East;3215;$35;Corporate;02.06.13;Standard Class;Pennsylvania;Appliances
Office Supplies;Philadelphia;United States;TH-21235;Tiffany House;0.2;27.05.13;CA-2013-132409;19134;OFF-AR-10001919;OIC #2 Pencils, Medium Soft;0.1692;1;East;3214;$2;Corporate;02.06.13;Standard Class;Pennsylvania;Art
Furniture;Detroit;United States;LA-16780;Laura Armstrong;0;28.05.13;CA-2013-122903;48205;FUR-CH-10002024;HON 5400 Series Task Chairs for Big and Tall;700.98;5;Central;5171;$3,505;Corporate;30.05.13;Second Class;Michigan;Chairs
Office Supplies;Detroit;United States;LA-16780;Laura Armstrong;0;28.05.13;CA-2013-122903;48205;OFF-PA-10001790;Xerox 1910;691.776;3;Central;5172;$144;Corporate;30.05.13;Second Class;Michigan;Paper
Office Supplies;Detroit;United States;LA-16780;Laura Armstrong;0;28.05.13;CA-2013-122903;48205;OFF-PA-10000994;Xerox 1915;150.984;3;Central;5173;$315;Corporate;30.05.13;Second Class;Michigan;Paper
Furniture;Chicago;United States;BS-11665;Brian Stugart;0.6;28.05.13;CA-2013-101791;60623;FUR-FU-10003247;36X48 HARDFLOOR CHAIRMAT;-333.582;3;Central;7605;$25;Consumer;01.06.13;Standard Class;Illinois;Furnishings
Furniture;Chicago;United States;BS-11665;Brian Stugart;0.6;28.05.13;CA-2013-101791;60623;FUR-FU-10002191;G.E. Halogen Desk Lamp Bulbs;-16.752;2;Central;7606;$6;Consumer;01.06.13;Standard Class;Illinois;Furnishings
Office Supplies;Chicago;United States;BS-11665;Brian Stugart;0.2;28.05.13;CA-2013-101791;60623;OFF-ST-10001496;Standard Rollaway File with Lock;973.026;9;Central;7607;$1,297;Consumer;01.06.13;Standard Class;Illinois;Storage
Office Supplies;Los Angeles;United States;LS-17245;Lynn Smith;0;28.05.13;CA-2013-136994;90045;OFF-PA-10000575;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;61.548;2;West;7869;$13;Consumer;03.06.13;Standard Class;California;Paper
Office Supplies;New York City;United States;EH-13765;Edward Hooks;0;29.05.13;CA-2013-155565;10035;OFF-SU-10001218;Fiskars Softgrip Scissors;15.372;5;East;3532;$55;Corporate;29.05.13;Same Day;New York;Supplies
Technology;Park Ridge;United States;TN-21040;Tanja Norvell;0.2;29.05.13;CA-2013-121377;60068;TEC-PH-10001817;Wilson Electronics DB Pro Signal Booster;25. Juni;1;Central;7315;$286;Home Office;03.06.13;Standard Class;Illinois;Phones
Furniture;Tallahassee;United States;KC-16675;Kimberly Carter;0.2;29.05.13;CA-2013-138695;32303;FUR-CH-10003833;Novimex Fabric Task Chair;-24.392;8;South;3169;$390;Corporate;04.06.13;Standard Class;Florida;Chairs
Office Supplies;Los Angeles;United States;CL-12565;Clay Ludtke;0;29.05.13;CA-2013-134803;90004;OFF-AP-10000891;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;78.672;2;West;3421;$262;Consumer;04.06.13;Standard Class;California;Appliances
Office Supplies;Los Angeles;United States;CL-12565;Clay Ludtke;0.2;29.05.13;CA-2013-134803;90004;OFF-BI-10002215;"Wilson Jones Hanging View Binder, White, 1""";7.384;4;West;3424;$23;Consumer;04.06.13;Standard Class;California;Binders
Office Supplies;Los Angeles;United States;CL-12565;Clay Ludtke;0;29.05.13;CA-2013-134803;90004;OFF-PA-10003790;Xerox 1991;840.512;8;West;3422;$183;Consumer;04.06.13;Standard Class;California;Paper
Office Supplies;Tallahassee;United States;KC-16675;Kimberly Carter;0.2;29.05.13;CA-2013-138695;32303;OFF-PA-10001667;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);19.435;13;South;3170;$62;Corporate;04.06.13;Standard Class;Florida;Paper
Technology;Los Angeles;United States;CL-12565;Clay Ludtke;0;29.05.13;CA-2013-134803;90004;TEC-AC-10002217;Imation Clip USB flash drive - 8 GB;7.896;7;West;3423;$132;Consumer;04.06.13;Standard Class;California;Accessories
Technology;Los Angeles;United States;CL-12565;Clay Ludtke;0.2;29.05.13;CA-2013-134803;90004;TEC-MA-10001972;Okidata C331dn Printer;41.88;2;West;3425;$558;Consumer;04.06.13;Standard Class;California;Machines
Office Supplies;Jackson;United States;VD-21670;Valerie Dominguez;0;29.05.13;CA-2013-113747;39212;OFF-AR-10003373;Boston School Pro Electric Pencil Sharpener, 1670;501.876;6;South;853;$186;Consumer;05.06.13;Standard Class;Mississippi;Art
Office Supplies;Montgomery;United States;RL-19615;Rob Lucas;0;30.05.13;CA-2013-168753;36116;OFF-BI-10002557;Presstex Flexible Ring Binders;11.375;5;South;535;$23;Consumer;02.06.13;Second Class;Alabama;Binders
Technology;Montgomery;United States;RL-19615;Rob Lucas;0;30.05.13;CA-2013-168753;36116;TEC-PH-10000984;Panasonic KX-TG9471B;274.386;5;South;534;$980;Consumer;02.06.13;Second Class;Alabama;Phones
Furniture;Nashville;United States;RB-19360;Raymond Buch;0.2;30.05.13;CA-2013-156573;37211;FUR-FU-10001085;3M Polarizing Light Filter Sleeves;14.547;3;South;3960;$45;Consumer;03.06.13;Standard Class;Tennessee;Furnishings
Office Supplies;Nashville;United States;RB-19360;Raymond Buch;0.2;30.05.13;CA-2013-156573;37211;OFF-AR-10003732;Newell 333;0.3336;2;South;3959;$4;Consumer;03.06.13;Standard Class;Tennessee;Art
Office Supplies;Nashville;United States;RB-19360;Raymond Buch;0.7;30.05.13;CA-2013-156573;37211;OFF-BI-10002414;GBC ProClick Spines for 32-Hole Punch;-86.457;3;South;3958;$11;Consumer;03.06.13;Standard Class;Tennessee;Binders
Office Supplies;Wilmington;United States;RW-19690;Robert Waldorf;0.7;31.05.13;CA-2013-145499;28403;OFF-BI-10000848;Angle-D Ring Binders;-26.256;2;South;979;$3;Consumer;01.06.13;First Class;North Carolina;Binders
Technology;Houston;United States;AT-10735;Annie Thurman;0.2;31.05.13;CA-2013-108210;77041;TEC-AC-10000109;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;11.198;5;Central;9719;$224;Consumer;01.06.13;Same Day;Texas;Accessories
Technology;Houston;United States;AT-10735;Annie Thurman;0.2;31.05.13;CA-2013-108210;77041;TEC-PH-10002293;Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5;7.996.000.000;5;Central;9718;$80;Consumer;01.06.13;Same Day;Texas;Phones
Technology;Cincinnati;United States;BG-11695;Brooke Gillingham;0.4;31.05.13;CA-2013-153682;45231;TEC-CO-10001046;Canon Imageclass D680 Copier / Fax;69.999.000.000;2;East;1234;$840;Corporate;02.06.13;First Class;Ohio;Copiers
Furniture;Springfield;United States;AH-10690;Anna Häberlin;0;31.05.13;CA-2013-113831;22153;FUR-TA-10002645;Hon Rectangular Conference Tables;386.835;10;South;5301;$2,276;Corporate;04.06.13;Standard Class;Virginia;Tables
Office Supplies;Arlington;United States;EB-13750;Edward Becker;0;31.05.13;CA-2013-166380;22204;OFF-EN-10002600;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;12.744;9;South;8296;$27;Corporate;04.06.13;Standard Class;Virginia;Envelopes
Office Supplies;Springfield;United States;AH-10690;Anna Häberlin;0;31.05.13;CA-2013-113831;22153;OFF-LA-10001297;Avery 473;29.808;6;South;5303;$62;Corporate;04.06.13;Standard Class;Virginia;Labels
Office Supplies;Los Angeles;United States;NL-18310;Nancy Lomonaco;0;31.05.13;CA-2013-147473;90049;OFF-PA-10004782;Xerox 228;186.624;6;West;7067;$39;Home Office;04.06.13;Standard Class;California;Paper
Technology;Arlington;United States;EB-13750;Edward Becker;0;31.05.13;CA-2013-166380;22204;TEC-AC-10000109;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;268.752;2;South;8297;$112;Corporate;04.06.13;Standard Class;Virginia;Accessories
Technology;Springfield;United States;AH-10690;Anna Häberlin;0;31.05.13;CA-2013-113831;22153;TEC-AC-10003033;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;653.301;6;South;5302;$1,980;Corporate;04.06.13;Standard Class;Virginia;Accessories
Furniture;Parker;United States;MY-17380;Maribeth Yedwab;0.2;31.05.13;US-2013-105578;80134;FUR-CH-10001215;Global Troy Executive Leather Low-Back Tilter;50.098;2;West;503;$802;Corporate;05.06.13;Standard Class;Colorado;Chairs
Furniture;Superior;United States;EM-14140;Eugene Moren;0;31.05.13;CA-2013-152730;54880;FUR-FU-10001037;DAX Charcoal/Nickel-Tone Document Frame, 5 x 7;21.33;5;Central;7255;$47;Home Office;05.06.13;Standard Class;Wisconsin;Furnishings
Office Supplies;Hamilton;United States;JM-16195;Justin MacKendrick;0.2;31.05.13;CA-2013-158547;45011;OFF-AP-10003842;Euro-Pro Shark Turbo Vacuum;9.294;5;East;5471;$124;Consumer;05.06.13;Standard Class;Ohio;Appliances
Office Supplies;Parker;United States;MY-17380;Maribeth Yedwab;0.7;31.05.13;US-2013-105578;80134;OFF-BI-10001658;GBC Standard Therm-A-Bind Covers;-119.616;2;West;502;$15;Corporate;05.06.13;Standard Class;Colorado;Binders
Office Supplies;Parker;United States;MY-17380;Maribeth Yedwab;0.7;31.05.13;US-2013-105578;80134;OFF-BI-10000831;Storex Flexible Poly Binders with Double Pockets;-19.008;3;West;504;$2;Corporate;05.06.13;Standard Class;Colorado;Binders
Office Supplies;Parker;United States;MY-17380;Maribeth Yedwab;0.7;31.05.13;US-2013-105578;80134;OFF-BI-10001670;Vinyl Sectional Post Binders;-15.08;2;West;501;$23;Corporate;05.06.13;Standard Class;Colorado;Binders
Office Supplies;Parker;United States;MY-17380;Maribeth Yedwab;0.2;31.05.13;US-2013-105578;80134;OFF-PA-10000357;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;118.871;1;West;505;$33;Corporate;05.06.13;Standard Class;Colorado;Paper
Office Supplies;Superior;United States;EM-14140;Eugene Moren;0;31.05.13;CA-2013-152730;54880;OFF-AP-10002684;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;109.422;3;Central;7254;$365;Home Office;05.06.13;Standard Class;Wisconsin;Appliances
Office Supplies;Superior;United States;EM-14140;Eugene Moren;0;31.05.13;CA-2013-152730;54880;OFF-AR-10003732;Newell 333;14.456;2;Central;7257;$6;Home Office;05.06.13;Standard Class;Wisconsin;Art
Office Supplies;Superior;United States;EM-14140;Eugene Moren;0;31.05.13;CA-2013-152730;54880;OFF-AR-10000940;Newell 343;3.969;5;Central;7259;$15;Home Office;05.06.13;Standard Class;Wisconsin;Art
Office Supplies;Superior;United States;EM-14140;Eugene Moren;0;31.05.13;CA-2013-152730;54880;OFF-PA-10000994;Xerox 1915;301.968;6;Central;7258;$629;Home Office;05.06.13;Standard Class;Wisconsin;Paper
Office Supplies;Superior;United States;EM-14140;Eugene Moren;0;31.05.13;CA-2013-152730;54880;OFF-PA-10004888;Xerox 217;217.728;7;Central;7260;$45;Home Office;05.06.13;Standard Class;Wisconsin;Paper
Office Supplies;Superior;United States;EM-14140;Eugene Moren;0;31.05.13;CA-2013-152730;54880;OFF-ST-10000876;Eldon Simplefile Box Office;139.328;4;Central;7256;$50;Home Office;05.06.13;Standard Class;Wisconsin;Storage
Technology;Superior;United States;EM-14140;Eugene Moren;0;31.05.13;CA-2013-152730;54880;TEC-PH-10000441;VTech DS6151;352.772;1;Central;7261;$126;Home Office;05.06.13;Standard Class;Wisconsin;Phones
Furniture;Los Angeles;United States;JG-15310;Jason Gross;0;31.05.13;CA-2013-129728;90032;FUR-FU-10003247;36X48 HARDFLOOR CHAIRMAT;117.488;8;West;7409;$168;Corporate;07.06.13;Standard Class;California;Furnishings
Furniture;Decatur;United States;BP-11290;Beth Paige;0.3;01.06.13;CA-2013-150483;62521;FUR-CH-10000422;Global Highback Leather Tilter in Burgundy;-382.158;3;Central;8903;$191;Consumer;05.06.13;Standard Class;Illinois;Chairs
Furniture;Decatur;United States;BP-11290;Beth Paige;0.6;01.06.13;CA-2013-150483;62521;FUR-FU-10001379;"Executive Impressions 16-1/2"" Circular Wall Clock";-128.256;3;Central;8901;$32;Consumer;05.06.13;Standard Class;Illinois;Furnishings
Office Supplies;Decatur;United States;BP-11290;Beth Paige;0.2;01.06.13;CA-2013-150483;62521;OFF-PA-10001846;Xerox 1899;67.048;4;Central;8902;$18;Consumer;05.06.13;Standard Class;Illinois;Paper
Office Supplies;Decatur;United States;BP-11290;Beth Paige;0.2;01.06.13;CA-2013-150483;62521;OFF-PA-10004621;Xerox 212;36.288;2;Central;8904;$10;Consumer;05.06.13;Standard Class;Illinois;Paper
Office Supplies;New York City;United States;NM-18520;Neoma Murray;0.2;01.06.13;CA-2013-168844;10011;OFF-BI-10002609;Avery Hidden Tab Dividers for Binding Systems;23.244;3;East;9631;$7;Consumer;07.06.13;Standard Class;New York;Binders
Technology;New York City;United States;NM-18520;Neoma Murray;0;01.06.13;CA-2013-168844;10011;TEC-PH-10003215;Jackery Bar Premium Fast-charging Portable Charger;88.053;6;East;9632;$180;Consumer;07.06.13;Standard Class;New York;Phones
Office Supplies;Philadelphia;United States;KC-16255;Karen Carlisle;0.2;03.06.13;US-2013-128293;19120;OFF-ST-10000736;Carina Double Wide Media Storage Towers in Natural & Black;-129.568;1;East;2851;$65;Corporate;06.06.13;First Class;Pennsylvania;Storage
